Datetime,Hash,Commit Msg,Filename,Removed Test Case,Manual Validation,Final Results,Ajay Manual Validation,Suraj Manual Validation,Ajay Comments,Suraj Comments
,,,,testPositiveValueOverflow,yes,yes,yes,yes,,
,,,,testNegativeValueOverflow,yes,yes,yes,yes,,
,,,,testEpsilonLimitConstructor,yes,yes,yes,yes,,
,,,,testCompareTo,yes,yes,yes,yes,,
,,,,testDoubleValue,yes,yes,yes,yes,,
,,,,testDoubleValueForLargeNumeratorAndDenominator,yes,yes,yes,yes,,
,,,,testFloatValueForLargeNumeratorAndDenominator,yes,yes,yes,yes,,
,,,,testFloatValue,yes,yes,yes,yes,,
,,,,testIntValue,yes,yes,yes,yes,,
,,,,testLongValue,yes,yes,yes,yes,,
,,,,testConstructorDouble,yes,yes,yes,yes,,
,,,,testAbs,yes,yes,yes,yes,,
,,,,testReciprocal,yes,yes,yes,yes,,
,,,,testNegate,yes,yes,yes,yes,,
,,,,testAdd,yes,yes,yes,yes,,
,,,,testDivide,yes,yes,yes,yes,,
,,,,testMultiply,yes,yes,yes,yes,,
,,,,testSubtract,yes,yes,yes,yes,,
,,,,testBigDecimalValue,yes,yes,yes,yes,,
,,,,testEqualsAndHashCode,yes,yes,yes,yes,,
,,,,testGetReducedFraction,yes,yes,yes,yes,,
,,,,testPercentage,yes,yes,yes,yes,,
,,,,testPow,yes,yes,yes,yes,,
,,,,testMath340,yes,yes,yes,yes,,
,,,,testSerial,yes,yes,yes,yes,,
,,,MatrixUtilsTest.java,testBigDfpConverter,yes,yes,yes,yes,,
12/03/2019 8:12:50,a55b8520afc62ae1d0c281dfa32054f2608a760f,"Obsolete class.

Functionality was moved to ""Commons Numbers"".",ComplexUtilsTest.java,testPolar2Complex,yes,yes,yes,yes,,
,,,,testPolar2ComplexIllegalModulus,yes,yes,yes,yes,,
,,,,testPolar2ComplexNaN,yes,yes,yes,yes,,
,,,,testPolar2ComplexInf,yes,yes,yes,yes,,
,,,,testCExtract,yes,yes,yes,yes,,
,,,,testExtractionMethods,yes,yes,yes,yes,,
,,,,testRealToComplex,yes,yes,yes,yes,,
,,,,testComplexToReal,yes,yes,yes,yes,,
,,,,testImaginaryToComplex,yes,yes,yes,yes,,
,,,,testComplexToImaginary,yes,yes,yes,yes,,
,,,,testInterleavedToComplex,yes,yes,yes,yes,,
,,,,testComplexToInterleaved,yes,yes,yes,yes,,
,,,,testSplit2Complex,yes,yes,yes,yes,,
,,,,testInitialize,yes,yes,yes,yes,,
12/16/2019 6:50:59,490223af4a31702c7effee0c04b585f8388d0af2,"MATH-1506: Removed class ported to ""Commons Numbers"".

See https://issues.apache.org/jira/projects/NUMBERS/issues/NUMBERS-140",MultidimensionalCounterTest.java,testPreconditions,yes,yes,yes,yes,,
,,,,testIteratorPreconditions,yes,yes,yes,yes,,
,,,,testIterator,yes,yes,yes,yes,,
,,,,testIteratorNoMoreElements,yes,yes,yes,yes,,
,,,,testMulti2UniConversion,yes,yes,yes,yes,,
,,,,testAccessors,yes,yes,yes,yes,,
,,,,testIterationConsistency,yes,yes,yes,yes,,
12/16/2019 19:18:44,6e5577ad8adff3aad503365a3e118453501bcfef,"Removed obsolete ""copyOf"" method.",MathArraysTest.java,testCopyOfInt,yes,yes,yes,yes,,
,,,,testCopyOfInt2,yes,yes,yes,yes,,
,,,,testCopyOfInt3,yes,yes,yes,yes,,
,,,,testCopyOfDouble,yes,yes,yes,yes,,
,,,,testCopyOfDouble2,yes,yes,yes,yes,,
,,,,testCopyOfDouble3,yes,yes,yes,yes,,
,,,,testCopyOfRange,yes,yes,yes,yes,,
12/24/2019 6:04:51,ef4596df33979faac6253056c5f755792a3751ba,"MATH-1362: Removed class that is not used anymore within ""Commons Math"".",IncrementorTest.java,testConstructor1,yes,yes,yes,yes,,
,,,,testConstructor2,yes,yes,yes,yes,,
,,,,testCanIncrement1,yes,yes,yes,yes,,
,,,,testCanIncrement2,yes,yes,yes,yes,,
,,,,testAccessor,yes,yes,yes,yes,,
,,,,testBelowMaxCount,yes,yes,yes,yes,,
,,,,testAboveMaxCount,yes,yes,yes,yes,,
,,,,testAlternateException,yes,yes,yes,yes,,
,,,,testReset,yes,yes,yes,yes,,
,,,,testBulkIncrement,yes,yes,yes,yes,,
03/26/2020 4:04:10,f2eebe68d856ff681f5d7b0282a02bf6d396a9ea,MATH-1524: Remove package initialization and reuse chooseInitialCenters as package-private,CentroidInitializerTest.java,test_RandomCentroidInitializer,yes,yes,yes,yes,,
,,,,test_KMeanPlusPlusCentroidInitializer,yes,yes,yes,yes,,
06/28/2020 17:22:19,9cbf1d184442063ec5ab833e954009b7f18c2781,"MATH-1547: Remove ""findBest"" and ""findBestAndSecondBest"" methods from ""MapUtils"".

Use equivalent functionality from class ""MapRanking"".",MapUtilsTest.java,testFindClosestNeuron,yes,yes,yes,yes,,
07/28/2020 18:08:43,b1c0b4db5190986216f810190c4bed4dd9aa0bb5,"MATH-1554: Remove package ""o.a.c.math4.geometry"".",FieldRotationDSTest.java,testIdentity,yes,yes,yes,yes,,
,,,,testAxisAngleDeprecated,yes,yes,yes,yes,,
,,,,testAxisAngleVectorOperator,yes,yes,yes,yes,,
,,,,testAxisAngleFrameTransform,yes,yes,yes,yes,,
,,,,testRevert,yes,yes,yes,yes,,
,,,,testRevertVectorOperator,yes,yes,yes,yes,,
,,,,testRevertFrameTransform,yes,yes,yes,yes,,
,,,,testVectorOnePair,yes,yes,yes,yes,,
,,,,testVectorTwoPairs,yes,yes,yes,yes,,
,,,,testMatrix,yes,yes,yes,yes,,
,,,,testAnglesDeprecated,yes,yes,yes,yes,,
,,,,testAngles,yes,yes,yes,yes,,
,,,,testSingularities,yes,yes,yes,yes,,
,,,,testQuaternion,yes,yes,yes,yes,,
,,,,testApplyToRotation,yes,yes,yes,yes,,
,,,,testComposeVectorOperator,yes,yes,yes,yes,,
,,,,testComposeFrameTransform,yes,yes,yes,yes,,
,,,,testApplyInverseToRotation,yes,yes,yes,yes,,
,,,,testComposeInverseVectorOperator,yes,yes,yes,yes,,
,,,,testComposeInverseframeTransform,yes,yes,yes,yes,,
,,,,testDoubleVectors,yes,yes,yes,yes,,
,,,,testDoubleRotations,yes,yes,yes,yes,,
,,,,testDerivatives,yes,yes,yes,yes,,
,,,,testArray,yes,yes,yes,yes,,
,,,,testApplyInverseTo,yes,yes,yes,yes,,
,,,,testIssue639,yes,yes,yes,yes,,
,,,,testIssue801,yes,yes,yes,yes,,
,,,FieldRotationDfpTest.java,testIdentity,yes,yes,yes,yes,,
,,,,testAxisAngleDeprecated,yes,yes,yes,yes,,
,,,,testAxisAngleVectorOperator,yes,yes,yes,yes,,
,,,,testAxisAngleFrameTransform,yes,yes,yes,yes,,
,,,,testRevert,yes,yes,yes,yes,,
,,,,testRevertVectorOperator,yes,yes,yes,yes,,
,,,,testRevertFrameTransform,yes,yes,yes,yes,,
,,,,testVectorOnePair,yes,yes,yes,yes,,
,,,,testVectorTwoPairs,yes,yes,yes,yes,,
,,,,testMatrix,yes,yes,yes,yes,,
,,,,testAnglesDeprecated,yes,yes,yes,yes,,
,,,,testAngles,yes,yes,yes,yes,,
,,,,testSingularities,yes,yes,yes,yes,,
,,,,testQuaternion,yes,yes,yes,yes,,
,,,,testApplyToRotation,yes,yes,yes,yes,,
,,,,testComposeVectorOperator,yes,yes,yes,yes,,
,,,,testComposeFrameTransform,yes,yes,yes,yes,,
,,,,testApplyInverseToRotation,yes,yes,yes,yes,,
,,,,testComposeInverseVectorOperator,yes,yes,yes,yes,,
,,,,testComposeInverseFrameTransform,yes,yes,yes,yes,,
,,,,testDoubleVectors,yes,yes,yes,yes,,
,,,,testDoubleRotations,yes,yes,yes,yes,,
,,,,testArray,yes,yes,yes,yes,,
,,,,testApplyInverseTo,yes,yes,yes,yes,,
,,,,testIssue639,yes,yes,yes,yes,,
,,,,testIssue801,yes,yes,yes,yes,,
,,,FieldVector3DTest.java,testConstructors,yes,yes,yes,yes,,
,,,,testEquals,yes,yes,yes,yes,,
,,,,testHash,yes,yes,yes,yes,,
,,,,testInfinite,yes,yes,yes,yes,,
,,,,testNaN,yes,yes,yes,yes,,
,,,,testToString,yes,yes,yes,yes,,
,,,,testWrongDimension,yes,yes,yes,yes,,
,,,,testCoordinates,yes,yes,yes,yes,,
,,,,testNorm1,yes,yes,yes,yes,,
,,,,testNorm,yes,yes,yes,yes,,
,,,,testNormSq,yes,yes,yes,yes,,
,,,,testNormInf,yes,yes,yes,yes,,
,,,,testDistance1,yes,yes,yes,yes,,
,,,,testDistance,yes,yes,yes,yes,,
,,,,testDistanceSq,yes,yes,yes,yes,,
,,,,testDistanceInf,yes,yes,yes,yes,,
,,,,testSubtract,yes,yes,yes,yes,,
,,,,testAdd,yes,yes,yes,yes,,
,,,,testScalarProduct,yes,yes,yes,yes,,
,,,,testVectorialProducts,yes,yes,yes,yes,,
,,,,testCrossProductCancellation,yes,yes,yes,yes,,
,,,,testAngular,yes,yes,yes,yes,,
,,,,testAngularSeparation,yes,yes,yes,yes,,
,,,,testNormalize,yes,yes,yes,yes,,
,,,,testNegate,yes,yes,yes,yes,,
,,,,testOrthogonal,yes,yes,yes,yes,,
,,,,testAngle,yes,yes,yes,yes,,
,,,,testAccurateDotProduct,yes,yes,yes,yes,,
,,,,testDotProduct,yes,yes,yes,yes,,
,,,,testAccurateCrossProduct,yes,yes,yes,yes,,
,,,,testCrossProduct,yes,yes,yes,yes,,
,,,RotationOrderTest.java,testName,yes,yes,yes,yes,,
05/21/2021 7:52:27,5e59617d85a2fb8eaab0bd84711b3e48b698abe6,"MATH-1578: Modularization.

Code moved from ""o.a.c.math4.legacy.ml.neuralnet"" into a dedicated module.

Refactored ""TSP"" example application (formerly provided as a unit test).",KohonenTrainingTaskTest.java,testTravellerSalesmanSquareTourSequentialSolver,yes,yes,yes,yes,,
,,,,testTravellerSalesmanSquareTourParallelSolver,yes,yes,yes,yes,,
05/23/2021 19:31:12,7f383414c2fff5caba046f4a4c5d9ff7e674b22f,"MATH-1533: Javadoc explaining that the issue is actually not a problem.

Corresponding unit test has been removed.",EnumeratedIntegerDistributionTest.java,testMath1533,yes,yes,yes,yes,,
05/25/2021 16:17:11,35d56cc547b95e3d2c1a8850e0e8cefb35ffa093,"MATH-1581: Removed ""hash"" methods.",MathUtilsTest.java,testHash,yes,yes,yes,yes,,
,,,,testArrayHash,yes,yes,yes,yes,,
,,,,testPermutedArrayHash,yes,yes,yes,yes,,
05/25/2021 16:44:45,8157678473cddeb3fee465136d3b66414293259b,"MATH-1581: Removed ""copySign"" methods.",MathUtilsTest.java,testIndicatorByte,yes,yes,yes,yes,,
,,,,testIndicatorInt,yes,yes,yes,yes,,
,,,,testIndicatorLong,yes,yes,yes,yes,,
,,,,testIndicatorShort,yes,yes,yes,yes,,
,,,,testSignByte,yes,yes,yes,yes,,
,,,,testSignInt,yes,yes,yes,yes,,
,,,,testSignLong,yes,yes,yes,yes,,
,,,,testSignShort,yes,yes,yes,yes,,
,,,,testCopySignByte,yes,yes,yes,yes,,
,,,,testCopySignByte2,yes,yes,yes,yes,,
05/25/2021 17:17:56,eedd0b853b93ea47b44b6b81d48f68904351f2ae,"MATH-1581: Removed ""equals"" method.",MathUtilsTest.java,testEqualsDouble,yes,yes,yes,yes,,
05/25/2021 21:22:20,23c029484fab88efe274fe409234e572741a876f,"MATH-1584: Move ""MathUtils.check..."" functions to associated exception class.",MathUtilsTest.java,testCheckFinite,yes,yes,yes,yes,,
,,,,testCheckNotNull1,yes,yes,yes,yes,,
,,,,testCheckNotNull2,yes,yes,yes,yes,,
05/26/2021 16:33:08,0e81847e45d91cde337e22b8c4a5e223659eb90c,Remove unused class.,MathUtilsTest.java,testReduce,yes,yes,yes,yes,,
,,,,testReduceComparedWithNormalize,yes,yes,yes,yes,,
05/30/2021 7:58:49,c93520a02ff74328871c22b287892dcdc3c08d21,"MATH-1593: Remove duplicate functionality (provided in ""Commons RNG"").",GaussianRandomGeneratorTest.java,testMeanAndStandardDeviation,yes,yes,yes,yes,,
,,,UncorrelatedRandomVectorGeneratorTest.java,testMeanAndCorrelation,yes,yes,yes,yes,,
05/31/2021 8:02:39,9cfd17601bcb30ea734b8261d2a3fa4dc5ed5d9e,"MATH-1592: Remove ""NumberTransformer"" (transformations should be done by caller).

Closes #186.",DefaultTransformerTest.java,testTransformDouble,yes,yes,yes,yes,,
,,,,testTransformNull,yes,yes,yes,yes,,
,,,,testTransformInteger,yes,yes,yes,yes,,
,,,,testTransformBigDecimal,yes,yes,yes,yes,,
,,,,testTransformString,yes,yes,yes,yes,,
,,,,testTransformObject,yes,yes,yes,yes,,
,,,,testSerial,yes,yes,yes,yes,,
,,,TransformerMapTest.java,testPutTransformer,yes,yes,yes,yes,,
,,,,testContainsClass,yes,yes,yes,yes,,
,,,,testContainsTransformer,yes,yes,yes,yes,,
,,,,testRemoveTransformer,yes,yes,yes,yes,,
,,,,testClear,yes,yes,yes,yes,,
,,,,testClasses,yes,yes,yes,yes,,
,,,,testTransformers,yes,yes,yes,yes,,
,,,,testSerial,yes,yes,yes,yes,,
05/31/2021 8:02:52,53cb2cce5f7bbcc2301ee131b26abf9354fd6302,"Unused classes (in ""src/test"").",ListUnivariateImplTest.java,testStats,yes,yes,yes,yes,,
,,,,testN0andN1Conditions,yes,yes,yes,yes,,
,,,,testSkewAndKurtosis,yes,yes,yes,yes,,
,,,,testProductAndGeometricMean,yes,yes,yes,yes,,
,,,,testSerialization,yes,yes,yes,yes,,
,,,MixedListUnivariateImplTest.java,testStats,yes,yes,yes,yes,,
,,,,testN0andN1Conditions,yes,yes,yes,yes,,
,,,,testSkewAndKurtosis,yes,yes,yes,yes,,
,,,,testProductAndGeometricMean,yes,yes,yes,yes,,
06/01/2021 20:21:46,456de1bf98e87d18588fe76b623b5ed1bd4d715b,"MATH-1601: Simplified and more robust API.

Factory methods ensure correct use (removed dependency on ""NormalizedRandomGenerator"").",CorrelatedRandomVectorGeneratorTest.java,testRank,yes,yes,yes,yes,,
,,,,testRootMatrix,yes,yes,yes,yes,,
06/01/2021 20:26:14,536ee3f6450db46f6aaf603d4e6392e0ff92d074,"MATH-1598: Class is not used anymore within ""Commons Math"".

Functionality is available from ""Commons RNG"".",UniformRandomGeneratorTest.java,testMeanAndStandardDeviation,yes,yes,yes,yes,,
06/03/2021 12:29:40,8f39a414c112fe1ca59b1aa8b4b45485b04d74b8,MATH-1599: Class removed (out-of-scope).,SynchronizedRandomGeneratorTest.java,testAdapter,yes,yes,yes,yes,,
,,,,testMath899Sync,yes,yes,yes,yes,,
06/10/2021 10:41:48,151b015ea733543fa8b06873d6bece3ed9d30052,"MATH-1594: Remove ""Serializable"".",EmpiricalDistributionTest.java,testSerialization,yes,yes,yes,yes,,
,,,RealDistributionAbstractTest.java,testDistributionClone,yes,yes,yes,yes,,
06/14/2021 7:49:11,24b1d86ffba3a1434747af0629a4b89b2dab8b3d,"MATH-1608: Remove random string generator.

Functionality is out-of-scope (cf. ""Commons Codec"").",RandomUtilsDataGeneratorAbstractTest.java,testNextHexWithoutSha1,yes,yes,yes,yes,,
,,,,testNextHexWithSha1,yes,yes,yes,yes,,
06/14/2021 15:26:22,b509678e95f313d05bfdae6e38492b3dbb306b5a,"MATH-1610: Functionality moved to ""Commons RNG"" (cf. RNG-145).",RandomUtilsDataGeneratorAbstractTest.java,testNextUniformExtremeValues,yes,yes,yes,yes,,
,,,,testNextUniformIAE,yes,yes,yes,yes,,
,,,,testNextUniformPositiveBounds,yes,yes,yes,yes,,
,,,,testNextUniformNegativeToPositiveBounds,yes,yes,yes,yes,,
,,,,testNextUniformNegativeBounds,yes,yes,yes,yes,,
,,,,testNextUniformMaximalInterval,yes,yes,yes,yes,,
,,,,testNextUniformExclusiveEndpoints,yes,yes,yes,yes,,
06/17/2021 8:22:48,0a3c4023ddc1a1c14c85b54f8742a58401ee08d9,"Functionality has been moved to ""Commons Numbers"" (cf. NUMBERS-164).",MathArraysTest.java,testSortInPlace,yes,yes,yes,yes,,
,,,,testSortInPlaceDecreasingOrder,yes,yes,yes,yes,,
,,,,testSortInPlaceExample,yes,yes,yes,yes,,
,,,,testSortInPlaceFailures,yes,yes,yes,yes,,
07/10/2021 19:10:11,46a0c3ae4140fd34cf8479362192bddb7b7b3e38,"MATH-1614: Refactoring of ""SimplexOptimizer"".

Class ""Simplex"" supersedes ""AbstractSimplex"" whose subclasses are replaced
by implementations of the ""Simplex.TransformFactory"" interface.
The new classes are immutable.

Test suite has been updated.
It tries to assess correctness through randomization; however some standard
optimization problems entail systematic failures that were previously hidden
through using fixed seeds.  [The corresponding unit tests are skipped, and
further work is needed in order to find out whether those problems are too
hard for the algorithm or the issue lies elsewhere.]",SimplexOptimizerMultiDirectionalTest.java,testMinimize1,no,no,no,no,,refactored
,,,,testMinimize2,no,no,no,no,,refactored
,,,,testMaximize1,no,no,no,no,,refactored
,,,,testMaximize2,no,no,no,no,,refactored
,,,SimplexOptimizerNelderMeadTest.java,testMinimize1,no,no,no,no,,refactored
,,,,testMinimize2,no,no,no,no,,refactored
,,,,testMaximize1,no,no,no,no,,refactored
,,,,testMaximize2,no,no,no,no,,refactored
07/10/2021 19:44:10,5fee542f820e233c59b796f01b737ae6a46964d7,"MATH-1615: Functionality is in ""Commons RNG"" (cf. RNG-137).",StableRandomGeneratorTest.java,testNextDouble,yes,yes,yes,yes,,
,,,,testGaussianCase,yes,yes,yes,yes,,
,,,,testCauchyCase,yes,yes,yes,yes,,
,,,,testAlphaRangeBelowZero,yes,yes,yes,yes,,
,,,,testAlphaRangeAboveTwo,yes,yes,yes,yes,,
,,,,testBetaRangeBelowMinusOne,yes,yes,yes,yes,,
,,,,testBetaRangeAboveOne,yes,yes,yes,yes,,
07/17/2021 7:19:09,2218194942ea095fd15b3bc1552e12a263981f80,"MATH-1611: Obsolete class.

Functionality moved to ""Commons RNG"" (cf. RNG-140).",RandomUtilsDataGeneratorAbstractTest.java,testNextLongExtremeValues,yes,yes,yes,yes,,
,,,,testNextLongIAE,yes,yes,yes,yes,,
,,,,testNextLongNegativeToPositiveRange,yes,yes,yes,yes,,
,,,,testNextLongNegativeRange,yes,yes,yes,yes,,
,,,,testNextLongPositiveRange,yes,yes,yes,yes,,
,,,,testNextLongWideRange,yes,yes,yes,yes,,
07/20/2021 11:07:12,9dbceb0ed1d58c6ccb4d841a2384fe8f6d98149c,"MATH-1616: Refactor ""EmpiricalDistribution"".

* No default bin count (cf. MATH-1462).
* No data loading from external sources (file, URL).
* No data abstraction layer.
* Return defensive copies of the internal state.
* Make class immutable.
* Allow user-defined within-bin kernel.",EmpiricalDistributionTest.java,testNextFail1,yes,yes,yes,yes,,
,,,,testNextFail2,yes,yes,yes,yes,,
,,,,testLoadNullURL,yes,yes,yes,yes,missing a test,
,,,,testLoadNullFile,yes,yes,yes,yes,,
08/02/2021 20:22:47,6bc63d4f3f0c5acc1d0e9c1723b523cfec18a10f,"Suppress obsolete unit test.

Class ""ConstantContinuousDistribution"" has been removed from ""Commons Statistics"".",EmpiricalDistributionTest.java,testKernelOverrideConstant,yes,yes,yes,yes,,
08/09/2021 9:10:48,a2491345b8e549f653c0e3592408ca6cfa74bb12,Remove duplicate function (unit tests).,SimplexOptimizerMultiDirectionalTest.java,testRosen,yes,yes,yes,yes,,
,,,SimplexOptimizerNelderMeadTest.java,testRosen,yes,yes,yes,yes,,
08/09/2021 18:07:31,858ecda80fd60d1f86330f5ea535d714d9474578,"MATH-1623: Remove duplicate unit tests.

Standard test functions are now handled by class ""SimplexOptimizerTest"".",SimplexOptimizerMultiDirectionalTest.java,testRosenbrock,yes,yes,yes,yes,,
,,,,testPowell,yes,yes,yes,yes,,
,,,,testEllipse,yes,yes,yes,yes,,
,,,,testCigar,yes,yes,yes,yes,,
,,,,testTwoAxes,yes,yes,yes,yes,,
,,,,testCigTab,yes,yes,yes,yes,,
,,,,testSphere,yes,yes,yes,yes,,
,,,,testTablet,yes,yes,yes,yes,,
,,,,testDiffPow,yes,yes,yes,yes,,
,,,,testSsDiffPow,yes,yes,yes,yes,,
,,,,testAckley,yes,yes,yes,yes,,
,,,,testRastrigin,yes,yes,yes,yes,,
,,,SimplexOptimizerNelderMeadTest.java,testRosenbrock,yes,yes,yes,yes,,
,,,,testPowell,yes,yes,yes,yes,,
,,,,testEllipse,yes,yes,yes,yes,,
,,,,testCigar,yes,yes,yes,yes,,
,,,,testTwoAxes,yes,yes,yes,yes,,
,,,,testCigTab,yes,yes,yes,yes,,
,,,,testSphere,yes,yes,yes,yes,,
,,,,testTablet,yes,yes,yes,yes,,
,,,,testDiffPow,yes,yes,yes,yes,,
,,,,testSsDiffPow,yes,yes,yes,yes,,
,,,,testAckley,yes,yes,yes,yes,,
,,,,testRastrigin,yes,yes,yes,yes,,
08/10/2021 4:06:14,9fd6725d51e1106e3b07222bf11a96e2f2ca7b61,"MATH-1623: Add unit tests for ""HedarFukushimaTransform"".

Adapt input files for the ""simulated annealing"" option.

Class ""SimplexOptimizerHedarFukushimaTest"" superseded by input from CSV.",SimplexOptimizerHedarFukushimaTest.java,testParabola2D,yes,yes,yes,yes,,
,,,,testRosenbrock2D,yes,yes,yes,yes,,
,,,,testRosenbrock5D,yes,yes,yes,yes,,
,,,,testPowell,yes,yes,yes,yes,,
08/10/2021 4:47:59,1fb5411a8119ec88bfdf5d1261afd6e3df73365a,"Move tests for expected exceptions to ""SimplexOptimizerTest"" class.",SimplexOptimizerNelderMeadTest.java,testMaxIterations,conflict,no,yes,no,missing a test,refactored
08/21/2021 7:33:30,3ba0221c267e299525d385c496840c2b92eeac9c,"Simplify data format for ""SimplexOptimizerTest"" (randomized) input.

This commit also makes the following changes (unit tests):
 * Add/remove/rename/rewrite test functions.",BOBYQAOptimizerTest.java,testSsDiffPow,yes,yes,yes,yes,,
,,,CMAESOptimizerTest.java,testSsDiffPow,yes,yes,yes,yes,,
08/27/2021 12:16:03,bf1c2c214c67fb3ce513fc8241d711e91cc81be9,"Remove obsolete helper class for unit testing.

Retries are handled by the ""surefire"" plugin.",RetryRunnerTest.java,testRetryFailAlways,yes,yes,yes,yes,,
,,,,testRetryFailSometimes,yes,yes,yes,yes,,
10/16/2021 18:46:06,22753536f4c0671a797b9cc1fd4e4c18c7c39fa6,"Class ""JdkMath"" bridges user code and alternative implementations.

It's a ""drop-in"" replacement for JDK's ""Math"" as of Java 8 (cf. MATH-1630).

""AccurateMath"" contains pure Java, acccurate, implementations of ""Math"" functions.
But it is no longer required to implement all of them.",AccurateMathTest.java,checkMissingAccurateMathClasses,yes,yes,yes,yes,,
,,,,checkExtraAccurateMathClasses,conflict,no,yes,no,,refactored
11/30/2021 19:06:16,226c1fc6380ddcd59c38cbcafd892a58e8e356dd,"MATH-1636: Remove ""isSupportedConnected"" (as per STATISTICS-48).",AbstractRealDistributionTest.java,testContinuous,yes,yes,yes,yes,,
,,,,testDiscontinuous,yes,yes,yes,yes,,
,,,EnumeratedIntegerDistributionTest.java,testIsSupportConnected,yes,yes,yes,yes,,
,,,EnumeratedRealDistributionTest.java,testIsSupportConnected,yes,yes,yes,yes,,
12/30/2021 10:27:48,eac2e8b627a238d1777f3e217cf39530b76d9c0c,"MATH-1594: Remove ""Serializable"".",DerivativeStructureTest.java,testSerialization,yes,yes,yes,yes,,
,,,FiniteDifferencesDifferentiatorTest.java,testSerialization,yes,yes,yes,yes,,
,,,SparseGradientTest.java,testSerialization,yes,yes,yes,yes,,
,,,PolynomialFunctionTest.java,testSerial,yes,yes,yes,yes,,
,,,StorelessUnivariateStatisticAbstractTest.java,testSerialization,yes,yes,yes,yes,,
,,,,testSerial,yes,yes,yes,yes,,
12/30/2021 11:11:26,aa0bee30550b071cb4b3006bbb7e39e163e08038,"MATH-1594: Remove ""Serializable"".",FrequencyTest.java,testSerial,yes,yes,yes,yes,,
,,,MultivariateSummaryStatisticsTest.java,testSerialization,yes,yes,yes,yes,,
,,,StatisticalSummaryValuesTest.java,testSerialization,yes,yes,yes,yes,,
,,,SummaryStatisticsTest.java,testSerialization,yes,yes,yes,yes,,
,,,VectorialCovarianceTest.java,testSerial,yes,yes,yes,yes,,
,,,VectorialMeanTest.java,testSerial,yes,yes,yes,yes,,
12/30/2021 16:29:18,89f0abb4ea03816b8d27160fcdf35381871bf351,"MATH-1594: Remove ""Serializable"".",PointValuePairTest.java,testSerial,yes,yes,yes,yes,,
12/30/2021 17:31:49,9f633f7af452b00fc17078380b22a5262a4bb3e2,"MATH-1594: Remove ""Serializable"".",PointVectorValuePairTest.java,testSerial,yes,yes,yes,yes,,
12/30/2021 18:44:22,eab5cb3af159ab9cbb27fdbd1ee484708dfc699c,"MATH-1594: Remove ""Serializable"".",SimplexTableauTest.java,testSerial,yes,yes,yes,yes,,
01/02/2022 16:59:08,c6d5f4b65fc589a715c82d3c643a85dacbc0d1ac,"MATH-1594: Remove ""Serializable"".",NetworkTest.java,testSerialize,yes,yes,yes,yes,,
,,,NeuronTest.java,testSerialize,yes,yes,yes,yes,,
,,,NeuronStringTest.java,testSerialize,yes,yes,yes,yes,,
,,,NeuronSquareMesh2DTest.java,testSerialize,yes,yes,yes,yes,,
11/03/2022 6:36:15,50977290cdda79896ccb6304067341486fe104d2,"MATH-1651: Modified unit test.

The old test was flaky because it assumed a fixed iteration order.
[Thanks to Anant Dahiya for pointing it out.]
The new test indirectly checks how neuron's identifiers are assigned.

Closes #213.",NetworkTest.java,testIterationOrder,no,no,no,no,,
11/03/2022 7:05:40,654697c048b50b7e2ac28f012792098560df8db9,"Remove ""CombinatoricsUtils"" class

Functionality is in ""Commons Numbers"" combinatorics package.",CombinatoricsUtilsTest.java,testStirlingS2,yes,yes,yes,yes,,
,,,,testStirlingS2NegativeN,yes,yes,yes,yes,,
,,,,testStirlingS2LargeK,yes,yes,yes,yes,,
,,,,testStirlingS2Overflow,yes,yes,yes,yes,,
06/14/2004 16:41:33,45224a8ead4295f0941720322a744b5f5318506a,"Combined Expandable, ContractableDoubleArrays into ResizableDoubleArray and dropped FixedDoubleArray.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141291 13f79535-47bb-0310-9956-ffa450edef68",FixedDoubleArrayTest.java,testAddElementRolling,yes,yes,yes,yes,,
08/10/2021 4:47:59,1fb5411a8119ec88bfdf5d1261afd6e3df73365a,"Move tests for expected exceptions to ""SimplexOptimizerTest"" class.",SimplexOptimizerNelderMeadTest.java,testBoundsUnsupported,no,no,no,no,,
05/17/2003 18:24:21,d6f7028269df96a72cccf7b72a41b89aaa820e9f,"Added a FixedDoubleArray.  FixedDoubleArray supports a rolling mechanism
that reuses an array of fixed length.  This classes was added to an efficient
rolling mechanism.

FixedDoubleArray was influenced by discussions on the commons-dev list and
patches submitted by Mark Diggory.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@140836 13f79535-47bb-0310-9956-ffa450edef68",ContractableDoubleArrayTest.java,testAddElementRolling,yes,yes,yes,yes,,
